"SNP" "perm_var" "beta" "maf" "true_var" "perm_bias"
"247" "SNP1" 0.00900700502522168 -0.0965507095078835 0.05 0.00962368421052632 -0.000616679185304635
"248" "SNP1" 0.00934199911365864 -0.115750985279174 0.05 0.00962368421052632 -0.000281685096867676
"249" "SNP1" 0.00995986877174387 0.044928697829231 0.05 0.00962368421052632 0.000336184561217555
"250" "SNP1" 0.0092168192364593 0.063533123417038 0.05 0.00962368421052632 -0.000406864974067016
"251" "SNP1" 0.0104276773013611 0.121275638927296 0.05 0.00962368421052632 0.000803993090834785
"252" "SNP1" 0.0102301809405497 0.0504952880412728 0.05 0.00962368421052632 0.000606496730023385
"253" "SNP1" 0.0101001327082726 0.0668685163525627 0.05 0.00962368421052632 0.000476448497746284
"254" "SNP1" 0.0102457669525092 0.0955371941468915 0.05 0.00962368421052632 0.000622082741982884
"255" "SNP1" 0.0110063761730405 -0.027053948990627 0.05 0.00962368421052632 0.00138269196251418
"256" "SNP1" 0.00844331336041578 0.0380166632677569 0.05 0.00962368421052632 -0.00118037085011054
"257" "SNP1" 0.00910042116127096 0.126022613058351 0.05 0.00962368421052632 -0.000523263049255356
"258" "SNP1" 0.0100018259273218 -0.0009521971348269 0.05 0.00962368421052632 0.000378141716795484
"259" "SNP1" 0.010077202823855 -0.0444056039846719 0.05 0.00962368421052632 0.000453518613328685
"260" "SNP1" 0.00948234557899811 0.0582530436301825 0.05 0.00962368421052632 -0.000141338631528206
"261" "SNP1" 0.00931891067625081 -0.0483839066859938 0.05 0.00962368421052632 -0.000304773534275505
"262" "SNP1" 0.00981094406480709 0.0233411828363067 0.05 0.00962368421052632 0.000187259854280775
"263" "SNP1" 0.0115124166191121 -0.0404937974155441 0.05 0.00962368421052632 0.00188873240858578
"264" "SNP1" 0.00988054532344423 -0.171316451026851 0.05 0.00962368421052632 0.000256861112917915
"265" "SNP1" 0.00852077205630904 -0.0262439116462505 0.05 0.00962368421052632 -0.00110291215421728
"266" "SNP1" 0.00958793565348 -0.0121089154263834 0.05 0.00962368421052632 -3.57485570463157e-05
"267" "SNP1" 0.00845816477969365 -0.0767992564628282 0.05 0.00962368421052632 -0.00116551943083266
"268" "SNP1" 0.0105621595228649 -0.00318528808357484 0.05 0.00962368421052632 0.000938475312338585
"269" "SNP1" 0.00809409445665229 0.0694930849730642 0.05 0.00962368421052632 -0.00152958975387403
"270" "SNP1" 0.0115591460448874 -0.0923127192091342 0.05 0.00962368421052632 0.00193546183436108
"271" "SNP1" 0.010481569873952 0.135080582925626 0.05 0.00962368421052632 0.000857885663425685
